temperature_liquid,co2,ph,fermentation_stage
25.27,2588,3.5,FERMENTASI_LANJUT
25.96,835,5.38,FERMENTASI_AWAL
27.41,872,5.74,FERMENTASI_AWAL
29.43,1523,4.28,FERMENTASI_AKTIF
29.52,1964,3.96,FERMENTASI_LANJUT
26.44,833,5.94,FERMENTASI_AWAL
26.98,913,6.37,FERMENTASI_AWAL
26.32,1006,5.54,FERMENTASI_AWAL
30.15,1711,4.93,FERMENTASI_AKTIF
28.29,1395,4.65,FERMENTASI_AKTIF
30.77,2663,4.04,FERMENTASI_LANJUT
28.71,1087,4.54,FERMENTASI_AKTIF
26.54,1253,5.22,FERMENTASI_AWAL
31.61,1915,4.35,FERMENTASI_AKTIF
27.92,1161,5.6,FERMENTASI_AWAL
27.65,1017,3.97,FERMENTASI_AKTIF
28.21,2367,4.07,FERMENTASI_LANJUT
28.94,1196,5.16,FERMENTASI_AWAL
26.6,1915,3.77,MATANG
31.55,1880,4.04,FERMENTASI_AKTIF
25.96,745,5.76,FERMENTASI_AWAL
26.97,1991,3.72,FERMENTASI_LANJUT
28.5,797,6.9,BELUM_FERMENTASI
27.63,1747,5.22,FERMENTASI_AKTIF
26.7,724,5.47,FERMENTASI_AWAL
26.2,2227,5.0,FERMENTASI_AKTIF
30.58,850,5.78,FERMENTASI_AWAL
27.79,1197,5.21,FERMENTASI_AWAL
26.67,2432,3.75,FERMENTASI_LANJUT
28.94,2817,4.15,FERMENTASI_LANJUT
27.88,1016,4.63,FERMENTASI_AKTIF
28.04,1240,5.33,FERMENTASI_AWAL
27.99,2290,3.97,FERMENTASI_LANJUT
27.97,2075,4.64,FERMENTASI_AKTIF
27.18,959,6.34,BELUM_FERMENTASI
24.7,548,6.71,BELUM_FERMENTASI
27.16,813,6.07,FERMENTASI_AWAL
25.7,934,5.11,FERMENTASI_AWAL
24.15,666,6.44,BELUM_FERMENTASI
28.03,602,5.0,FERMENTASI_AWAL
27.72,2062,4.07,FERMENTASI_LANJUT
31.33,1329,5.11,FERMENTASI_AKTIF
27.07,2020,4.85,FERMENTASI_AKTIF
26.97,2291,3.46,FERMENTASI_LANJUT
30.8,1184,5.16,FERMENTASI_AWAL
28.86,2372,3.56,MATANG
25.63,799,5.09,FERMENTASI_AWAL
27.67,2553,4.0,FERMENTASI_LANJUT
25.46,1401,4.21,FERMENTASI_AKTIF
24.89,1976,3.98,FERMENTASI_LANJUT
27.28,781,5.13,FERMENTASI_AWAL
30.73,1052,5.23,FERMENTASI_AWAL
27.86,875,6.14,BELUM_FERMENTASI
30.48,1018,5.83,FERMENTASI_AWAL
28.67,2607,3.55,FERMENTASI_LANJUT
27.08,2120,3.61,FERMENTASI_LANJUT
27.8,1184,5.91,FERMENTASI_AWAL
29.66,1219,6.11,FERMENTASI_AWAL
31.16,1730,4.82,FERMENTASI_AKTIF
29.99,1633,4.25,FERMENTASI_AKTIF
30.47,1084,5.16,FERMENTASI_AKTIF
28.09,832,5.03,FERMENTASI_AWAL
29.59,815,6.82,BELUM_FERMENTASI
26.17,690,6.61,BELUM_FERMENTASI
31.52,1244,4.88,FERMENTASI_AKTIF
25.03,726,6.6,BELUM_FERMENTASI
30.7,1681,5.07,FERMENTASI_AKTIF
25.28,451,6.24,BELUM_FERMENTASI
25.29,2083,3.86,FERMENTASI_LANJUT
25.77,1728,4.01,FERMENTASI_LANJUT
29.14,866,6.49,BELUM_FERMENTASI
28.75,400,6.71,BELUM_FERMENTASI
26.15,1158,5.56,FERMENTASI_AWAL
28.54,2841,3.3,FERMENTASI_LANJUT
26.11,599,6.19,BELUM_FERMENTASI
25.09,659,5.94,FERMENTASI_AWAL
30.81,1602,3.73,FERMENTASI_LANJUT
31.22,1683,4.14,FERMENTASI_AKTIF
31.5,1051,4.94,FERMENTASI_AKTIF
30.82,1366,4.59,FERMENTASI_AKTIF
28.17,716,5.49,FERMENTASI_AWAL
28.7,1713,4.12,FERMENTASI_AKTIF
26.54,1613,4.32,FERMENTASI_AKTIF
30.65,942,5.44,FERMENTASI_AWAL
26.85,1552,3.72,MATANG
24.81,678,6.75,BELUM_FERMENTASI
30.73,2732,3.86,FERMENTASI_LANJUT
29.42,849,6.51,BELUM_FERMENTASI
28.13,1089,4.71,FERMENTASI_AKTIF
26.88,1059,4.44,FERMENTASI_AKTIF
28.03,767,5.24,FERMENTASI_AWAL
26.71,473,6.7,BELUM_FERMENTASI
27.14,588,6.02,BELUM_FERMENTASI
27.77,748,5.94,FERMENTASI_AWAL
23.68,683,6.28,BELUM_FERMENTASI
25.96,1030,5.33,FERMENTASI_AWAL
31.1,1430,4.44,FERMENTASI_AKTIF
27.19,923,6.09,FERMENTASI_AWAL
24.95,587,6.72,BELUM_FERMENTASI
30.36,1585,4.25,FERMENTASI_LANJUT
28.41,692,5.47,FERMENTASI_AWAL
26.84,1813,3.34,FERMENTASI_LANJUT
25.36,576,7.15,BELUM_FERMENTASI
29.74,2736,3.86,FERMENTASI_LANJUT
28.86,1068,4.38,FERMENTASI_AKTIF
28.84,1800,4.37,FERMENTASI_AKTIF
29.96,2568,3.86,FERMENTASI_LANJUT
26.46,1340,4.05,FERMENTASI_AKTIF
27.35,890,5.8,FERMENTASI_AWAL
25.82,1655,3.16,MATANG
26.81,832,5.83,FERMENTASI_AWAL
28.2,1568,3.65,MATANG
26.85,682,6.06,BELUM_FERMENTASI
29.45,1322,4.06,FERMENTASI_AKTIF
27.12,523,7.08,BELUM_FERMENTASI
28.87,619,7.0,BELUM_FERMENTASI
27.92,1433,3.8,FERMENTASI_LANJUT
26.11,873,5.92,FERMENTASI_AWAL
28.24,1095,5.15,FERMENTASI_AWAL
27.9,592,5.22,FERMENTASI_AWAL
27.93,2520,3.82,FERMENTASI_LANJUT
25.79,1782,3.74,FERMENTASI_LANJUT
29.2,2455,3.89,FERMENTASI_LANJUT
29.76,1838,4.21,FERMENTASI_AKTIF
26.19,816,5.92,FERMENTASI_AWAL
26.11,2054,5.06,FERMENTASI_AKTIF
25.26,1470,4.78,FERMENTASI_AKTIF
27.05,1500,4.38,FERMENTASI_AKTIF
31.35,1481,4.34,FERMENTASI_AKTIF
27.16,1359,3.31,MATANG
29.31,2194,4.13,FERMENTASI_LANJUT
28.29,1981,4.39,FERMENTASI_AKTIF
25.17,746,6.3,BELUM_FERMENTASI
29.88,400,6.57,BELUM_FERMENTASI
25.99,938,6.25,FERMENTASI_AWAL
29.47,756,5.22,FERMENTASI_AWAL
30.25,1213,5.03,FERMENTASI_AKTIF
30.03,1014,5.15,FERMENTASI_AKTIF
27.86,1840,3.71,MATANG
27.01,1571,3.93,FERMENTASI_AKTIF
26.63,580,6.72,BELUM_FERMENTASI
29.14,1949,4.17,FERMENTASI_AKTIF
28.65,734,5.14,FERMENTASI_AWAL
26.87,974,5.47,FERMENTASI_AWAL
27.91,1576,4.28,FERMENTASI_AKTIF
26.97,794,5.7,FERMENTASI_AWAL
29.97,472,7.09,BELUM_FERMENTASI
27.86,582,6.92,BELUM_FERMENTASI
24.77,533,6.37,BELUM_FERMENTASI
30.22,1112,5.62,FERMENTASI_AWAL
24.73,734,7.28,BELUM_FERMENTASI
29.63,1135,4.36,FERMENTASI_AKTIF
25.86,763,7.03,BELUM_FERMENTASI
26.99,553,5.2,FERMENTASI_AWAL
28.66,622,6.9,BELUM_FERMENTASI
28.02,622,5.61,FERMENTASI_AWAL
27.08,2686,3.75,FERMENTASI_LANJUT
30.24,1350,3.76,FERMENTASI_LANJUT
26.86,1786,4.66,FERMENTASI_AKTIF
28.42,2099,3.81,FERMENTASI_LANJUT
28.93,893,5.82,FERMENTASI_AWAL
26.84,1580,4.27,FERMENTASI_AKTIF
29.92,2618,3.76,FERMENTASI_LANJUT
25.57,2071,3.2,MATANG
27.6,906,5.24,FERMENTASI_AWAL
29.38,1189,3.22,MATANG
25.58,1167,5.38,FERMENTASI_AWAL
29.36,1922,4.44,FERMENTASI_AKTIF
24.73,663,6.17,BELUM_FERMENTASI
26.22,1961,3.36,FERMENTASI_LANJUT
25.56,1994,5.03,FERMENTASI_AKTIF
26.21,1116,5.13,FERMENTASI_AWAL
27.42,1616,4.09,FERMENTASI_AKTIF
26.3,2751,4.13,FERMENTASI_LANJUT
26.59,769,5.81,FERMENTASI_AWAL
28.28,1371,4.16,FERMENTASI_AKTIF
29.08,1263,5.52,FERMENTASI_AWAL
29.96,2716,4.05,FERMENTASI_LANJUT
25.4,1194,5.1,FERMENTASI_AWAL
30.54,1364,6.1,FERMENTASI_AWAL
30.12,400,6.6,BELUM_FERMENTASI
24.69,799,6.51,BELUM_FERMENTASI
26.01,1111,5.06,FERMENTASI_AKTIF
28.95,987,6.07,FERMENTASI_AWAL
28.06,1653,4.92,FERMENTASI_AKTIF
27.91,737,6.29,BELUM_FERMENTASI
27.2,932,4.66,FERMENTASI_AKTIF
28.76,1829,4.98,FERMENTASI_AKTIF
29.86,591,7.32,BELUM_FERMENTASI
27.69,1069,5.31,FERMENTASI_AWAL
25.3,1226,5.17,FERMENTASI_AKTIF
28.65,1930,3.58,FERMENTASI_LANJUT
25.7,732,6.6,BELUM_FERMENTASI
29.21,1150,5.87,FERMENTASI_AWAL
26.53,1632,5.13,FERMENTASI_AKTIF
28.66,2041,4.09,FERMENTASI_LANJUT
27.66,613,6.27,BELUM_FERMENTASI
27.95,1750,3.68,FERMENTASI_LANJUT
26.37,1089,6.17,FERMENTASI_AWAL
28.57,1582,4.34,FERMENTASI_AKTIF
29.25,2248,4.48,FERMENTASI_AKTIF
26.57,676,6.57,BELUM_FERMENTASI
25.85,792,4.07,FERMENTASI_AKTIF
29.54,743,6.73,BELUM_FERMENTASI
26.29,1581,5.0,FERMENTASI_AKTIF
27.01,984,5.56,FERMENTASI_AWAL
25.69,400,6.82,BELUM_FERMENTASI
29.62,1699,4.28,FERMENTASI_LANJUT
28.31,1664,4.53,FERMENTASI_AKTIF
24.52,1506,3.99,FERMENTASI_LANJUT
28.45,938,4.66,FERMENTASI_AKTIF
26.08,1861,4.08,FERMENTASI_AKTIF
31.75,1520,5.16,FERMENTASI_AKTIF
27.96,882,5.11,FERMENTASI_AWAL
26.51,1584,4.09,FERMENTASI_AKTIF
29.02,2054,4.35,FERMENTASI_AKTIF
